ticker,isin,shortname,fullname,industry,supersector,sector,subsector,listing_status,listing_date,trading_status,equity_type,equity_class,marketdata_currency,financial_currency,last_update,alsi_member,top40_member,irregular_flag
WBO,,WBHO,Wilson Bayly Hlm-Ovc Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
WBH,ZAE000007902,,W B Holdings Ltd,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,DELISTED,,,,,,,2006-05-12,,,
RPR,ZAE000028254,RLSPROPS,Rand Leases Prop Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-02-16,,,
UCS,ZAE000016150,UCS,Ucs Group Ltd,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2009-12-31,,,
PCF,ZAE000012183,PACIFIC,Pacific Asia Investments,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-08-24,,,
CFMP,,,Consol Frm Tex 5.5% Cumpf,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-15,,,
MAHP,,,Mathieson & Ash 6% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-04-04,,,
RPL,,RIPLC,Redefine International P,Financials,Real Estate,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
RBX,,RAUBEX,Raubex Group Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,CURRENT,,,,,,,2015-06-01,,,
RBW,ZAE000115036,,Rainbow Chicken Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,DELISTED,,,,,,,,,,
RBV,,,Rebserv Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-12-03,,,
RBP,,RBPLAT,Royal Bafokeng Platinum,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
HXT,ZAE000022612,HIXTECH,Hix Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-08-08,,,
RBA,,RBA,Rba Holdings Ltd,Consumer Goods,Personal & Household Goods,Household Goods,Home Construction,CURRENT,,,,,,,2015-06-01,,,
LGN,0,,Logtek holdings Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-01-30,,,
FCS.DEL,,,The Fedics Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-03-17,,,
LGM,0,,Longmile Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1992-05-21,,,
LGB,ZAE000004115,LANGEBERG,Langeberg Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-10-22,,,
OTR,ZAE000025839,OTR,Otr Mining Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-09-03,,,
MMP1,,,Macmed Health 6.9% Com Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-06-29,,,
DZH,,,Dz Inv Hold,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-11-12,,,
CCI,NA0009174278,CIC,Cic Holdings Ltd,Industrials,Industrial Goods & Services,Support Services,Business Support Services,DELISTED,,,,,,,2010-11-15,,,
AXC,ZAE000083580,APEXHI-A,Aphexi Properties -C-,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2009-08-17,,,
AXA,ZAE000018271,AXIAM,Axiam Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-12-24,,,
AXI,,,Apexhi Properties Ltd,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2001-08-31,,,
IWE,,INTEWASTE,Interwaste Hldgs Ltd,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,CURRENT,,,,,,,2015-06-01,,,
PZG,,PZGOLD,Pamodzi Gold Limited,Basic Materials,Basic Resources,Mining,Gold Mining,Suspended,,SUSPENDED,,,,,2015-06-01,,,
NPKP,,,Nampak Ltd 6%Pref,Unclassified,Industrial Goods & Services,Unclassified,Containers & Packaging,CURRENT,,,,,,,2015-06-01,,,
FVB,,,Federale Volksbelegg Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-09-28,,,
BOU,,,Boumat Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-04-14,,,
KEL,ZAE000093373,KELLY,Kelly Group Ltd,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,DELISTED,,,,,,,2014-09-10,,,
FVT,,FAIRVEST,Fairvest Property Hldgs,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
IAP,,IAPF,Investec Australia Prop,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
AWRP,,,Allwear Ltd 6.5% Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-11-27,,,
ZAN,0,ZANDPAN,Zandpan Gm Co Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-08-30,,,
PHM,,PHUMELELA,Phumelela Game Leisure,Consumer Services,Travel & Leisure,Travel & Leisure,Gambling,CURRENT,,,,,,,2015-06-01,,,
KEH,,KEATON,Keaton Energy Hldgs Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
MZG,NA0008651060,METJE-&-Z,Metje And Zieg Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-19,,,
SKR,0,SAKERS,Sakers Fin&Inv Corp Ltd S,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-06-21,,,
SKY,,SEAKAY,Sea Kay Holdings Ltd,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,Suspended,,SUSPENDED,,,,,2015-06-01,,,
RCL,,RCL,Rcl Foods Limited,Consumer Goods,Food & Beverage,Food Producers,,CURRENT,,,,,,,2015-06-01,,,
PORP,,,Portland Hldgs 13% Conpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-05-09,,,
SKJ,ZAE000017893,SEKUNJALO,Sekunjalo Inv Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2014-09-25,,,
TCR,,,Teamcor Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-11-29,,,
TCS,,TCS,Total Client Services Ld,Technology,Technology,Software & Computer Services,Computer Services,Suspended,,SUSPENDED,,,,,2015-06-01,,,
TCP,,TRANSCAP,Transaction Capital Ltd,Financials,Financial Services,General Financial,Speciality Finance,CURRENT,,,,,,,2015-06-01,,,
BOE,ZAE000014890,BOE,Boe Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-07-10,,,
MHH,ZAE000018941,MIHH,Mih Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-23,,,
DDT,GB0008435405,DIDATA,Dimension Data Hldgs Plc,Technology,Technology,Software & Computer Services,Computer Services,DELISTED,,,,,,,2010-12-13,,,
INPP,,,Investec Plc Pref,Unclassified,Financial Services,Unclassified,Investment Services,CURRENT,,,,,,,2015-06-01,,,
ZOZ,,,Zozo Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-09,,,
INPR,,,Investec Ltd Pref,Unclassified,Financial Services,Unclassified,Investment Services,CURRENT,,,,,,,2015-06-01,,,
AND,,AND,Andulela Inv Hldgs Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,CURRENT,,,,,,,2015-06-01,,,
ANG,,ANGGOLD,Anglogold Ashanti Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,CURRENT,,,,,,,2015-06-01,,,
NVS,,,Novus Holdings Limited,Industrials,,Support Services,,CURRENT,,,,,,,2015-06-01,,,
ANA,,ADRENNA,Adrenna Property Grp Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
ANN,,,Anglovaal Ltd -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-10-02,,,
ANJ,0,,Ancom Jet Aviation Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-11-26,,,
ANP,ZAE000165643,ANNUITY,Annuity Properties Ltd,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2014-06-23,,,
SOL,,SASOL,Sasol Limited,Basic Materials,Oil & Gas,Chemicals,Integrated Oil & Gas,CURRENT,,,,,,,2015-06-01,,,
ANS,,ANSYS,Ansys Limited,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,CURRENT,,,,,,,2015-06-01,,,
ADT,ZAE000000147,ADVANCED,Advanced Tech Syst Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-04-29,,,
TMT,,TREMATON,Trematon Capital Inv Ltd,Financials,Unclassified,Equity Investment Instruments,Unclassified,CURRENT,,,,,,,2015-06-01,,,
VUN,,VUNANI,Vunani Ltd,Financials,Financial Services,General Financial,Investment Services,CURRENT,,,,,,,2015-06-01,,,
IMRP2,,,Im Redeemablepref2aug21,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
BIL.DEL,,,Broadacres Investments,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-06-30,,,
TMG,,TIMESMED,Times Media Group Ltd,Consumer Services,Media,Media,Publishing,CURRENT,,,,,,,2015-06-01,,,
HWN,,HOWDEN,Howden Africa Hldgs Ltd,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,CURRENT,,,,,,,2015-06-01,,,
HWA,,HWANGE,Hwange Colliery Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
HWW,ZAE000104253,HARDWARE,Hardware Warehouse Ltd,Consumer Services,Retail,General Retailers,Home Improvement Retailers,DELISTED,,,,,,,2013-02-25,,,
KDV,,KAYDAV,Kaydav Group Ltd,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,CURRENT,,,,,,,2015-06-01,,,
DBRP,,,De Beers Cons 40% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-05-18,,,
NDS,ZAE000029765,NANDOS,Nando's Group Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-04-14,,,
WLOP,,,Wooltru Ltd 6% Cum Pref,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,2010-11-15,,,
BJM,ZAE000014262,BJM,Barnard Jacobs Mellet,Financials,Financial Services,General Financial,Investment Services,DELISTED,,,,,,,2011-01-03,,,
MLNP,,,Marlin Corp Ltd 9% Cumpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-02-20,,,
WSC,,,Western Cape Property Co,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-12-20,,,
RCY,,,Racy Group Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-03-18,,,
RCT,ZAE000016622,RECTRON,Rectron Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-06-13,,,
WSL,,WESCOAL,Wescoal Holdings Ltd,Basic Materials,Basic Resources,Mining,Coal,CURRENT,,,,,,,2015-06-01,,,
HYP,,HYPROP,Hyprop Inv Ltd,Financials,Real Estate,Real Estate Investment Trusts,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
RCM,0,,Reichmans Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-08-09,,,
RCO,ZAE000038329,RARECO,Rare Earth Extraction Co,Basic Materials,Basic Resources,Mining,Genral Mining,DELISTED,,,,,,,2007-06-05,,,
HYT,0,,Hyperette Strores Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-02-01,,,
WSW,0,WESWITOP,West Witwatersrand Gold,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-11-22,,,
FAL,,,Falcon Mines P L C,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-03-16,,,
FAM,ZAE000022315,FRAME,Frame Group Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-12-08,,,
FAG,0,,Farm Ag Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-11-11,,,
VKT,0,VEKTRA,Vaktra Corporation Plc,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-04-23,,,
VKE,,VUKILE,Vukile Property Fund Ltd,Financials,Unclassified,Real Estate Investment Trusts,Unclassified,CURRENT,,,,,,,2015-06-01,,,
VKG,ZAE000015871,VIKING,Viking Inv And Asset Man,Financials,Financial Services,General Financial,Asset Managers,DELISTED,,,,,,,2007-04-13,,,
OAO,,OANDO,Oando Plc,Oil & Gas,Oil & Gas,Oil & Gas Producers,Integrated Oil & Gas,CURRENT,,,,,,,2015-06-01,,,
CCT,ZAE000042529,CONNECT,Connection Group Hldgs,Consumer Services,Retail,General Retailers,Speciality Retailers,DELISTED,,,,,,,2005-12-19,,,
OAI,ZAE000019287,OAI,Omega Alpha Internationl,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2006-03-10,,,
CCL,,COMPCLEAR,Compu Clearing Outs Ltd,Technology,Technology,Software & Computer Services,Computer Services,CURRENT,,,,,,,2015-06-01,,,
CCO,,CAPCO,Capital&Counties Prop Pl,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,CURRENT,,,,,,,2015-06-01,,,
CCN,ZAE000046819,CCN,Ccn Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-07-12,,,
OAS,,OASIS,Oasis Crescent Prop Fund,Financials,,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
CCH,ZAE000013249,CCHOLD,Computer Config Hldgs Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-09,,,
GLL,ZAE000015426,GLOVIL,Global Village Hldgs Ltd,Consumer Services,Travel & Leisure,Travel & Leisure,Recreational Services,DELISTED,,,,,,,2009-04-17,,,
CCG,ZAE000034898,CCG,Cci Holdings Ltd,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2007-04-13,,,
PIK,,PICKNPAY,Pik N Pay Stores Ltd,Consumer Services,Retail,Food & Drug Retailers,Food Retailers & Wholesalers,CURRENT,,,,,,,2015-06-01,,,
PIM,ZAE000022257,PRISM,Prism Holdings Ltd,Technology,Technology,Software & Computer Services,Software,DELISTED,,,,,,,2006-07-03,,,
PIN,ZAE000009429,POLIFIN,Plifin Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1999-11-04,,,
PIC,,,Picardi Properties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-01-04,,,
MYT,ZAE000093761,MONYETLA,Monyetla Property Fund L,Financials,Financial Services,Real Estate,Real Estate Holdings & Development,DELISTED,,,,,,,2009-01-16,,,
SBPP,,,Standard Bank Group Pref,Unclassified,Banks,Unclassified,Banks,CURRENT,,,,,,,2015-06-01,,,
DGC.DEL,,,Digoco Min Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-01-24,,,
PIV,,,The Pivotal Fund Ltd,Financials,,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
ECSP5,,,Ecsponent Pref Share B2,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
ZPT,ZAE000070934,ZAPTRONX,Zaptronix Ltd,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,DELISTED,,,,,,,2013-04-29,,,
UCN,0,,U-Control Ltd Ord,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-12-22,,,
UBU,,UBUBELE,Ububele Holdings Ltd,Consumer Goods,Food & Beverage,Food Producers,Food Products,Suspended,,SUSPENDED,,,,,2015-06-01,,,
JDH,ZAE000136677,JOHNDAN,John Daniel Holdings Ltd,Financials,Financial Services,General Financial,Speciality Finance,DELISTED,,,,,,,,,,
JDG,,JDGROUP,Jd Group Ltd,Consumer Services,Retail,General Retailers,Home Improvement Retailers,CURRENT,,,,,,,2015-06-01,,,
SFT.DEL,,,Softline Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1994-03-28,,,
NWT,ZAE000005088,NEW-WITS,New Wits Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2001-03-05,,,
AML,0,AMALIA,Amalia Gold Min & Explor,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1999-06-03,,,
AMA,ZAE000012647,AMAPS,Amalgamated App Hldgs Ltd,Consumer Goods,Personal & Household Goods,Leisure Goods,Consumer Electronics,DELISTED,,,,,,,2013-07-01,,,
BZK,0,BERZACK,Berzack Bros Hldgs,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-07-24,,,
AMC,0,AMCOAL,Anglo Am Coal Corp Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-12-11,,,
AMB,ZAE000029682,AMB,Amb Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-10-24,,,
AME,,AME,African Media Ent Ltd,Consumer Services,Media,Media,Broadcasting & Entertainment,CURRENT,,,,,,,2015-06-01,,,
AMG,0,AMGOLD,Anglo Am Gold Inv Co Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1999-05-21,,,
NWL,,NUWORLD,Nu-World Hldgs Ltd,Consumer Goods,Personal & Household Goods,Leisure Goods,Consumer Electronics,CURRENT,,,,,,,2015-06-01,,,
AMS,,AMPLATS,Anglo American Plat Ltd,Basic Materials,Basic Resources,Mining,Platinum & Percious Metals,CURRENT,,,,,,,2015-06-01,,,
NWH,0,NORWICH,Norwich Holdings S.A. Ld,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-08-28,,,
AMT,0,ARMATO,Armato Corporation Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-10-02,,,
ABR.DEL,,,Afribrand Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1993-03-01,,,
BEGP2,,,Beige Holdings Ltd Pref 2,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,DELISTED,,,,,,,2012-10-02,,,
MDM,ZAE000004404,MACADAM,Macadams Bakery Supplies,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-11-10,,,
IVT,,INVICTA,Invicta Holdings Ltd,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,CURRENT,,,,,,,2015-06-01,,,
ACA,0,AFRICAB,African Cables Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-09-22,,,
ACG,,ANCHOR,Anchor Group Limited,Financials,,General Financial,,CURRENT,,,,,,,2015-06-01,,,
NEH,ZAE000004883,NEIHOLD,Nei Africa Hldgs Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2000-10-02,,,
NEI,ZAE000004891,NEI-AFR,Northern Eng Ind Afr Ltd,Industrials,Industrial Goods & Services,Industrial Engeneering,Industry Machinery,DELISTED,,,,,,,2009-02-13,,,
NED,,NEDBANK,Nedbank Group Ltd,Financials,Banks,Banks,Banks,CURRENT,,,,,,,2015-06-01,,,
ACH,ZAE000061073,ARCH,Arch Equity Ltd,Financials,Investment Insrtuments,Equity Investment Instruments,Equity Investment Instruments,DELISTED,,,,,,,2006-08-14,,,
ACN,,,Alliance Pharmaceutl -N-,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-11-29,,,
ACL,,ARCMITTAL,Arcelormittal Sa Limited,Basic Materials,Basic Resources,Industrial Metals,Steel,CURRENT,,,,,,,2015-06-01,,,
ACS,,,Acsion Limited,Financials,,Real Estate Investment & Services,,CURRENT,,,,,,,2015-06-01,,,
ACR,ZAE000014965,ACCORD,Accord Technologies Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-05-30,,,
ACP,,ACUCAP,Acucap Properties Ltd,Unclassified,Real Estate,Unclassified,Real Estate Holdings & Development,,,,,,,,2015-06-01,,,
ACT,,AFRO-C,Afrocentric Inv Corp Ltd,Health Care,Health Care,Health Care Equipment & Services,Health Care Providers,CURRENT,,,,,,,2015-06-01,,,
NET,,,Netactive Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-04-16,,,
RINC,,,Redefintl Conc Security,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2012-11-30,,,
BKV,,,Bakoven Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1990-04-24,,,
WPH.DEL,,,Women Investment Portfolio,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1995-11-16,,,
MDR,0,MODDER,Consolidated Modderfontein Mines,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,1997-06-27,,,
SJL,ZAE000009965,S&JLAND,S And J Land Holdings,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holdings & Development,DELISTED,,,,,,,2010-04-23,,,
MEG,0,MEGA,Millenium Entertainment Group,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1998-11-06,,,
LGL,ZAE000057360,LIBERTY,Leegall Clothing Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2008-11-28,,,
MEC,ZAE000016721,MAXTEC,Maxtec Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-03-01,,,
MEL,,,Mettle Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2003-06-17,,,
SVFB,,,Southern View Fin Ltd B,Unclassified,,Unclassified,,CURRENT,,,,,,,2015-06-01,,,
GDA,ZAE000040002,GLODINA,Goldina Holdings Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2004-11-29,,,
PMAP,,,Primedia Ltd Pref,Consumer Services,Media,Media,Broadcasting & Entertainment,DELISTED,,,,,,,2007-09-28,,,
GDH,ZAE000050381,GOODHOPE,Goodhope Diam (Kim) Ltd,Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,DELISTED,,,,,,,2010-10-01,,,
GDL,ZAE000012530,GUNDLE,Gundle Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-12,,,
GDN,,GOODERSON,Gooderson Leisure Corp,Consumer Services,Travel & Leisure,Travel & Leisure,Hotels,CURRENT,,,,,,,2015-06-01,,,
GDO,AU000000GDO5,GOLDONE,Gold One Int Ltd,Basic Materials,Basic Resources,Mining,Gold Mining,DELISTED,,,,,,,2014-01-29,,,
JDGP,,,JD Group Ltd Conv Pref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1996-04-01,,,
FDCP,,,Foodcorp Ltd 7% Convpref,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-04-07,,,
GNDP,,,Grindrod Ltd Pref,Unclassified,Industrial Goods & Services,Unclassified,Marine Transportation,CURRENT,,,,,,,2015-06-01,,,
GVL,,,Grootvlei Pty Mines Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-06-09,,,
NKP,0,,Nk Properties Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1997-08-29,,,
RRMP,,,Rrm Investments Hldgs Cp,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2002-12-31,,,
KGM,ZAE000014007,KGMEDIA,Kagiso Media Ltd,Consumer Services,Media,Media,Broadcasting & Entertainment,DELISTED,,,,,,,2013-12-09,,,
SHFF,,,Steinhoff Inv Hldgs Pref,Unclassified,Unclassified,Unclassified,Unclassified,CURRENT,,,,,,,2015-06-01,,,
CPI,,CAPITEC,Capitec Bank Hldgs Ltd,Financials,Banks,Banks,Banks,CURRENT,,,,,,,2015-06-01,,,
CPK,0,,Combined Packaging Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,1991-08-16,,,
CPM,ZAE000015194,CORPCOM,Corpcom Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-11-09,,,
CPN,ZAE000149951,CAPRICORN-,Capricorn Inv Hldgs,Industrials,Industrial Goods & Services,Industrial Engeneering,Industry Machinery,DELISTED,,,,,,,2012-06-22,,,
CPA,ZAE000034260,CORPCAP,Corpcapital Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2005-07-01,,,
CPB,ZAE000022596,CORPBANK,Corpcapital Bank Control,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-19,,,
CPC,ZAE000016283,CORPCAP,Corpcapital Ltd,Unclasified,Unclassified,Unclassified,Unclassified,DELISTED,,,,,,,2001-10-19,,,
CPF,,CAPPROP,Capital Property Fund Lt,Financials,Real Estate,Real Estate Investment Trusts,,CURRENT,,,,,,,2015-06-01,,,
